Residence,Region,Sub-Region,Period,Exhibition
Spain,Europe,,2014-03,16
France,Europe,,2014-03,48
Switzerland,Europe,,2014-03,21
Italy,Europe,,2014-03,56
Germany,Europe,,2014-03,60
HongKong. Macao,Asia,,2014-03,37
Mainland China,Asia,,2014-03,24
Japan,Asia,,2014-03,134
"Korea,Republic of",Asia,,2014-03,200
India,Asia,,2014-03,59
Middle East,Asia,,2014-03,49
Malaysia,Asia,Southeast Asia,2014-03,221
Netherlands,Europe,,2014-03,29
Unstated,,,2014-03,0
Unstated,,,2014-04,0
"Others, Africa",Africa,,2014-04,26
Australia,Oceania,,2014-04,42
"Others, America",America,,2014-04,10
Belgium,Europe,,2014-04,1
France,Europe,,2014-04,24
Germany,Europe,,2014-04,13
Italy,Europe,,2014-04,14
Netherlands,Europe,,2014-04,8
Argentina,America,,2014-04,1
Switzerland,Europe,,2014-04,3
United Kingdom,Europe,,2014-04,12
Austria,Europe,,2014-04,2
Greece,Europe,,2014-04,0
Sweden,Europe,,2014-04,9
Russian Federation,Europe,,2014-04,36
"Others, Europe",Europe,,2014-04,34
Spain,Europe,,2014-04,5
New Zealand,Oceania,,2014-04,4
Brazil,America,,2014-04,4
United States of America,America,,2014-04,48
Mainland China,Asia,,2014-04,8
HongKong. Macao,Asia,,2014-04,11
"Korea,Republic of",Asia,,2014-04,111
India,Asia,,2014-04,40
Middle East,Asia,,2014-04,33
Malaysia,Asia,Southeast Asia,2014-04,176
Mexico,America,,2014-04,9
Singapore,Asia,Southeast Asia,2014-04,98
Philippines,Asia,Southeast Asia,2014-04,28
Thailand,Asia,Southeast Asia,2014-04,73
Vietnam,Asia,Southeast Asia,2014-04,26
"Others, Southeast Asia",Asia,Southeast Asia,2014-04,3
"Others, Asia",Asia,,2014-04,38
Canada,America,,2014-04,18
Indonesia,Asia,Southeast Asia,2014-04,96
"Others, Oceania",Oceania,,2014-04,3
Japan,Asia,,2014-04,84
S. Africa,Africa,,2014-04,1
Japan,Asia,,2014-05,64
France,Europe,,2014-05,20
Germany,Europe,,2014-05,25
Italy,Europe,,2014-05,23
Netherlands,Europe,,2014-05,5
Australia,Oceania,,2014-05,39
Switzerland,Europe,,2014-05,6
Spain,Europe,,2014-05,2
United Kingdom,Europe,,2014-05,20
Austria,Europe,,2014-05,0
Sweden,Europe,,2014-05,4
Russian Federation,Europe,,2014-05,25
S. Africa,Africa,,2014-05,3
"Others, Europe",Europe,,2014-05,28
New Zealand,Oceania,,2014-05,7
"Others, Oceania",Oceania,,2014-05,1
"Others, Africa",Africa,,2014-05,4
Greece,Europe,,2014-05,0
Belgium,Europe,,2014-05,2
"Others, America",America,,2014-05,2
Brazil,America,,2014-05,9
Unstated,,,2014-05,0
"Korea,Republic of",Asia,,2014-05,89
India,Asia,,2014-05,19
Middle East,Asia,,2014-05,18
Malaysia,Asia,Southeast Asia,2014-05,99
Singapore,Asia,Southeast Asia,2014-05,59
Indonesia,Asia,Southeast Asia,2014-05,39
Mainland China,Asia,,2014-05,10
HongKong. Macao,Asia,,2014-05,14
Thailand,Asia,Southeast Asia,2014-05,41
Vietnam,Asia,Southeast Asia,2014-05,11
"Others, Southeast Asia",Asia,Southeast Asia,2014-05,2
"Others, Asia",Asia,,2014-05,6
Canada,America,,2014-05,16
United States of America,America,,2014-05,95
Mexico,America,,2014-05,2
Philippines,Asia,Southeast Asia,2014-05,16
Argentina,America,,2014-05,1
United Kingdom,Europe,,2014-06,27
Mainland China,Asia,,2014-06,30
Sweden,Europe,,2014-06,8
Canada,America,,2014-06,24
United States of America,America,,2014-06,112
Mexico,America,,2014-06,10
Brazil,America,,2014-06,9
Argentina,America,,2014-06,9
"Others, America",America,,2014-06,29
Belgium,Europe,,2014-06,8
France,Europe,,2014-06,66
Germany,Europe,,2014-06,58
Italy,Europe,,2014-06,39
Netherlands,Europe,,2014-06,19
Switzerland,Europe,,2014-06,10
Greece,Europe,,2014-06,6
Austria,Europe,,2014-06,5
Russian Federation,Europe,,2014-06,163
"Others, Europe",Europe,,2014-06,134
Australia,Oceania,,2014-06,96
New Zealand,Oceania,,2014-06,15
Japan,Asia,,2014-06,248
"Korea,Republic of",Asia,,2014-06,352
India,Asia,,2014-06,144
Middle East,Asia,,2014-06,156
Malaysia,Asia,Southeast Asia,2014-06,319
Singapore,Asia,Southeast Asia,2014-06,223
Indonesia,Asia,Southeast Asia,2014-06,260
HongKong. Macao,Asia,,2014-06,62
Philippines,Asia,Southeast Asia,2014-06,130
Spain,Europe,,2014-06,41
"Others, Southeast Asia",Asia,Southeast Asia,2014-06,26
"Others, Asia",Asia,,2014-06,54
Unstated,,,2014-06,1
"Others, Africa",Africa,,2014-06,43
S. Africa,Africa,,2014-06,11
"Others, Oceania",Oceania,,2014-06,0
Thailand,Asia,Southeast Asia,2014-06,167
Vietnam,Asia,Southeast Asia,2014-06,40
Netherlands,Europe,,2014-07,2
Switzerland,Europe,,2014-07,0
Argentina,America,,2014-07,0
"Others, America",America,,2014-07,0
Belgium,Europe,,2014-07,0
France,Europe,,2014-07,27
Germany,Europe,,2014-07,4
Italy,Europe,,2014-07,3
Spain,Europe,,2014-07,3
United Kingdom,Europe,,2014-07,4
Austria,Europe,,2014-07,1
Greece,Europe,,2014-07,0
Sweden,Europe,,2014-07,1
Russian Federation,Europe,,2014-07,9
"Others, Europe",Europe,,2014-07,13
Australia,Oceania,,2014-07,21
New Zealand,Oceania,,2014-07,3
"Others, Oceania",Oceania,,2014-07,0
S. Africa,Africa,,2014-07,1
"Others, Africa",Africa,,2014-07,20
Unstated,,,2014-07,0
Mexico,America,,2014-07,0
United States of America,America,,2014-07,41
Brazil,America,,2014-07,0
"Others, Asia",Asia,,2014-07,2
HongKong. Macao,Asia,,2014-07,4
Mainland China,Asia,,2014-07,3
Canada,America,,2014-07,12
"Korea,Republic of",Asia,,2014-07,115
India,Asia,,2014-07,0
Middle East,Asia,,2014-07,2
Malaysia,Asia,Southeast Asia,2014-07,35
Japan,Asia,,2014-07,55
Indonesia,Asia,Southeast Asia,2014-07,44
Philippines,Asia,Southeast Asia,2014-07,13
Thailand,Asia,Southeast Asia,2014-07,33
Vietnam,Asia,Southeast Asia,2014-07,2
"Others, Southeast Asia",Asia,Southeast Asia,2014-07,1
Singapore,Asia,Southeast Asia,2014-07,30
Malaysia,Asia,Southeast Asia,2014-08,31
Thailand,Asia,Southeast Asia,2014-08,19
Philippines,Asia,Southeast Asia,2014-08,0
Indonesia,Asia,Southeast Asia,2014-08,23
Austria,Europe,,2014-08,0
HongKong. Macao,Asia,,2014-08,5
India,Asia,,2014-08,9
Japan,Asia,,2014-08,73
"Korea,Republic of",Asia,,2014-08,144
Middle East,Asia,,2014-08,7
Vietnam,Asia,Southeast Asia,2014-08,6
Singapore,Asia,Southeast Asia,2014-08,30
Mainland China,Asia,,2014-08,4
"Others, Southeast Asia",Asia,Southeast Asia,2014-08,0
New Zealand,Oceania,,2014-08,1
Canada,America,,2014-08,7
United States of America,America,,2014-08,25
Mexico,America,,2014-08,0
Brazil,America,,2014-08,0
Greece,Europe,,2014-08,0
Argentina,America,,2014-08,0
"Others, America",America,,2014-08,1
Belgium,Europe,,2014-08,0
France,Europe,,2014-08,13
Germany,Europe,,2014-08,14
Italy,Europe,,2014-08,4
Netherlands,Europe,,2014-08,3
Switzerland,Europe,,2014-08,2
"Others, Asia",Asia,,2014-08,4
"Others, Oceania",Oceania,,2014-08,0
United Kingdom,Europe,,2014-08,6
Spain,Europe,,2014-08,2
Australia,Oceania,,2014-08,10
"Others, Europe",Europe,,2014-08,13
Russian Federation,Europe,,2014-08,12
Sweden,Europe,,2014-08,0
S. Africa,Africa,,2014-08,0
"Others, Africa",Africa,,2014-08,0
Unstated,,,2014-08,1
Vietnam,Asia,Southeast Asia,2014-09,20
"Others, Southeast Asia",Asia,Southeast Asia,2014-09,0
"Others, Asia",Asia,,2014-09,27
Canada,America,,2014-09,16
France,Europe,,2014-09,26
Mexico,America,,2014-09,15
Brazil,America,,2014-09,10
Thailand,Asia,Southeast Asia,2014-09,94
United States of America,America,,2014-09,70
Philippines,Asia,Southeast Asia,2014-09,35
Middle East,Asia,,2014-09,48
Singapore,Asia,Southeast Asia,2014-09,82
Malaysia,Asia,Southeast Asia,2014-09,138
Argentina,America,,2014-09,1
India,Asia,,2014-09,93
"Korea,Republic of",Asia,,2014-09,204
Japan,Asia,,2014-09,115
Mainland China,Asia,,2014-09,12
HongKong. Macao,Asia,,2014-09,18
Indonesia,Asia,Southeast Asia,2014-09,103
Belgium,Europe,,2014-09,6
Austria,Europe,,2014-09,0
"Others, Europe",Europe,,2014-09,56
New Zealand,Oceania,,2014-09,7
Australia,Oceania,,2014-09,26
"Others, Africa",Africa,,2014-09,35
Russian Federation,Europe,,2014-09,40
Sweden,Europe,,2014-09,2
Unstated,,,2014-09,0
"Others, Oceania",Oceania,,2014-09,0
Greece,Europe,,2014-09,7
United Kingdom,Europe,,2014-09,27
Spain,Europe,,2014-09,3
Switzerland,Europe,,2014-09,3
Netherlands,Europe,,2014-09,4
Italy,Europe,,2014-09,55
Germany,Europe,,2014-09,30
"Others, America",America,,2014-09,5
S. Africa,Africa,,2014-09,4
"Korea,Republic of",Asia,,2014-10,197
Japan,Asia,,2014-10,118
Mainland China,Asia,,2014-10,12
"Others, Southeast Asia",Asia,Southeast Asia,2014-10,36
"Others, Oceania",Oceania,,2014-10,0
India,Asia,,2014-10,38
Unstated,,,2014-10,0
HongKong. Macao,Asia,,2014-10,41
Middle East,Asia,,2014-10,24
Malaysia,Asia,Southeast Asia,2014-10,95
Singapore,Asia,Southeast Asia,2014-10,80
"Others, Asia",Asia,,2014-10,9
Canada,America,,2014-10,26
United States of America,America,,2014-10,64
Mexico,America,,2014-10,2
Brazil,America,,2014-10,1
Argentina,America,,2014-10,3
"Others, America",America,,2014-10,9
Belgium,Europe,,2014-10,5
France,Europe,,2014-10,43
Germany,Europe,,2014-10,27
Thailand,Asia,Southeast Asia,2014-10,53
Vietnam,Asia,Southeast Asia,2014-10,12
Netherlands,Europe,,2014-10,4
Spain,Europe,,2014-10,14
United Kingdom,Europe,,2014-10,55
Austria,Europe,,2014-10,5
Greece,Europe,,2014-10,1
Sweden,Europe,,2014-10,4
Russian Federation,Europe,,2014-10,33
Philippines,Asia,Southeast Asia,2014-10,38
Indonesia,Asia,Southeast Asia,2014-10,66
"Others, Europe",Europe,,2014-10,45
Australia,Oceania,,2014-10,27
New Zealand,Oceania,,2014-10,9
Switzerland,Europe,,2014-10,3
Italy,Europe,,2014-10,29
"Others, Africa",Africa,,2014-10,2
S. Africa,Africa,,2014-10,5
Belgium,Europe,,2014-11,3
Canada,America,,2014-11,15
"Others, Asia",Asia,,2014-11,12
"Others, Southeast Asia",Asia,Southeast Asia,2014-11,2
Vietnam,Asia,Southeast Asia,2014-11,21
Thailand,Asia,Southeast Asia,2014-11,34
Philippines,Asia,Southeast Asia,2014-11,27
Indonesia,Asia,Southeast Asia,2014-11,47
Singapore,Asia,Southeast Asia,2014-11,56
Middle East,Asia,,2014-11,12
India,Asia,,2014-11,68
"Korea,Republic of",Asia,,2014-11,134
Japan,Asia,,2014-11,117
Mainland China,Asia,,2014-11,6
HongKong. Macao,Asia,,2014-11,31
Unstated,,,2014-11,0
France,Europe,,2014-11,21
United States of America,America,,2014-11,37
Mexico,America,,2014-11,7
Malaysia,Asia,Southeast Asia,2014-11,125
Argentina,America,,2014-11,1
Italy,Europe,,2014-11,36
Germany,Europe,,2014-11,19
Brazil,America,,2014-11,5
Netherlands,Europe,,2014-11,8
Switzerland,Europe,,2014-11,4
Spain,Europe,,2014-11,16
Austria,Europe,,2014-11,1
Greece,Europe,,2014-11,0
Sweden,Europe,,2014-11,4
United Kingdom,Europe,,2014-11,10
Russian Federation,Europe,,2014-11,56
"Others, America",America,,2014-11,21
"Others, Africa",Africa,,2014-11,2
S. Africa,Africa,,2014-11,4
"Others, Oceania",Oceania,,2014-11,0
Australia,Oceania,,2014-11,26
"Others, Europe",Europe,,2014-11,36
New Zealand,Oceania,,2014-11,4
"Others, America",America,,2014-12,0
Belgium,Europe,,2014-12,0
France,Europe,,2014-12,39
Argentina,America,,2014-12,1
Germany,Europe,,2014-12,7
Spain,Europe,,2014-12,4
Netherlands,Europe,,2014-12,0
Switzerland,Europe,,2014-12,0
United Kingdom,Europe,,2014-12,4
"Others, Oceania",Oceania,,2014-12,0
Greece,Europe,,2014-12,1
Sweden,Europe,,2014-12,0
Russian Federation,Europe,,2014-12,6
"Others, Europe",Europe,,2014-12,11
Australia,Oceania,,2014-12,12
New Zealand,Oceania,,2014-12,0
Unstated,,,2014-12,0
"Others, Africa",Africa,,2014-12,2
S. Africa,Africa,,2014-12,1
Brazil,America,,2014-12,0
Austria,Europe,,2014-12,0
Mexico,America,,2014-12,1
Italy,Europe,,2014-12,8
Canada,America,,2014-12,2
United States of America,America,,2014-12,17
Mainland China,Asia,,2014-12,6
Japan,Asia,,2014-12,50
"Korea,Republic of",Asia,,2014-12,103
India,Asia,,2014-12,1
Middle East,Asia,,2014-12,4
Malaysia,Asia,Southeast Asia,2014-12,102
HongKong. Macao,Asia,,2014-12,9
Indonesia,Asia,Southeast Asia,2014-12,11
Philippines,Asia,Southeast Asia,2014-12,45
Thailand,Asia,Southeast Asia,2014-12,29
Vietnam,Asia,Southeast Asia,2014-12,8
"Others, Southeast Asia",Asia,Southeast Asia,2014-12,0
Singapore,Asia,Southeast Asia,2014-12,24
"Others, Asia",Asia,,2014-12,6
HongKong. Macao,Asia,,2015-01,7
Belgium,Europe,,2015-01,2
France,Europe,,2015-01,8
Germany,Europe,,2015-01,11
Italy,Europe,,2015-01,3
Switzerland,Europe,,2015-01,0
Netherlands,Europe,,2015-01,3
Spain,Europe,,2015-01,1
United Kingdom,Europe,,2015-01,14
Austria,Europe,,2015-01,1
Mainland China,Asia,,2015-01,2
Argentina,America,,2015-01,0
Japan,Asia,,2015-01,45
Thailand,Asia,Southeast Asia,2015-01,12
India,Asia,,2015-01,2
Middle East,Asia,,2015-01,5
Malaysia,Asia,Southeast Asia,2015-01,10
Singapore,Asia,Southeast Asia,2015-01,19
Indonesia,Asia,Southeast Asia,2015-01,8
Philippines,Asia,Southeast Asia,2015-01,3
Sweden,Europe,,2015-01,1
Vietnam,Asia,Southeast Asia,2015-01,0
"Others, Southeast Asia",Asia,Southeast Asia,2015-01,3
"Others, Asia",Asia,,2015-01,3
Canada,America,,2015-01,3
United States of America,America,,2015-01,17
Mexico,America,,2015-01,0
Brazil,America,,2015-01,1
"Korea,Republic of",Asia,,2015-01,155
Russian Federation,Europe,,2015-01,1
Greece,Europe,,2015-01,0
Australia,Oceania,,2015-01,7
"Others, Europe",Europe,,2015-01,11
Unstated,,,2015-01,0
"Others, Africa",Africa,,2015-01,1
"Others, America",America,,2015-01,2
"Others, Oceania",Oceania,,2015-01,0
New Zealand,Oceania,,2015-01,1
S. Africa,Africa,,2015-01,0
Russian Federation,Europe,,2015-02,7
"Others, Europe",Europe,,2015-02,7
Australia,Oceania,,2015-02,7
New Zealand,Oceania,,2015-02,25
"Others, Oceania",Oceania,,2015-02,0
S. Africa,Africa,,2015-02,0
Sweden,Europe,,2015-02,0
Greece,Europe,,2015-02,0
Austria,Europe,,2015-02,0
United Kingdom,Europe,,2015-02,13
Switzerland,Europe,,2015-02,3
Netherlands,Europe,,2015-02,1
Germany,Europe,,2015-02,5
France,Europe,,2015-02,7
Belgium,Europe,,2015-02,0
"Others, America",America,,2015-02,4
Argentina,America,,2015-02,0
Brazil,America,,2015-02,2
Mexico,America,,2015-02,0
"Others, Africa",Africa,,2015-02,5
Unstated,,,2015-02,0
Spain,Europe,,2015-02,1
Italy,Europe,,2015-02,8
Philippines,Asia,Southeast Asia,2015-02,0
Canada,America,,2015-02,2
HongKong. Macao,Asia,,2015-02,11
Mainland China,Asia,,2015-02,5
"Korea,Republic of",Asia,,2015-02,158
India,Asia,,2015-02,9
Middle East,Asia,,2015-02,3
Malaysia,Asia,Southeast Asia,2015-02,15
Japan,Asia,,2015-02,30
Indonesia,Asia,Southeast Asia,2015-02,10
Thailand,Asia,Southeast Asia,2015-02,14
Vietnam,Asia,Southeast Asia,2015-02,1
"Others, Southeast Asia",Asia,Southeast Asia,2015-02,0
"Others, Asia",Asia,,2015-02,3
Singapore,Asia,Southeast Asia,2015-02,9
United States of America,America,,2015-02,10
New Zealand,Oceania,,2015-03,18
Japan,Asia,,2015-03,126
Mainland China,Asia,,2015-03,21
HongKong. Macao,Asia,,2015-03,28
Unstated,,,2015-03,0
"Others, Africa",Africa,,2015-03,26
S. Africa,Africa,,2015-03,24
"Others, Oceania",Oceania,,2015-03,1
Greece,Europe,,2015-03,3
Switzerland,Europe,,2015-03,9
Spain,Europe,,2015-03,24
United Kingdom,Europe,,2015-03,72
"Others, Europe",Europe,,2015-03,147
Austria,Europe,,2015-03,13
"Korea,Republic of",Asia,,2015-03,287
Sweden,Europe,,2015-03,5
Russian Federation,Europe,,2015-03,113
Australia,Oceania,,2015-03,106
India,Asia,,2015-03,167
Middle East,Asia,,2015-03,113
Malaysia,Asia,Southeast Asia,2015-03,329
Italy,Europe,,2015-03,89
Netherlands,Europe,,2015-03,33
Belgium,Europe,,2015-03,14
"Others, America",America,,2015-03,35
Argentina,America,,2015-03,13
Germany,Europe,,2015-03,81
Mexico,America,,2015-03,11
United States of America,America,,2015-03,120
Brazil,America,,2015-03,28
"Others, Asia",Asia,,2015-03,42
"Others, Southeast Asia",Asia,Southeast Asia,2015-03,11
Vietnam,Asia,Southeast Asia,2015-03,34
Thailand,Asia,Southeast Asia,2015-03,266
Philippines,Asia,Southeast Asia,2015-03,66
Indonesia,Asia,Southeast Asia,2015-03,159
Singapore,Asia,Southeast Asia,2015-03,212
Canada,America,,2015-03,42
France,Europe,,2015-03,61
"Others, Asia",Asia,,2015-04,51
"Others, Southeast Asia",Asia,Southeast Asia,2015-04,6
Vietnam,Asia,Southeast Asia,2015-04,21
Thailand,Asia,Southeast Asia,2015-04,127
"Korea,Republic of",Asia,,2015-04,182
Indonesia,Asia,Southeast Asia,2015-04,101
Singapore,Asia,Southeast Asia,2015-04,149
Malaysia,Asia,Southeast Asia,2015-04,208
Middle East,Asia,,2015-04,56
India,Asia,,2015-04,53
Canada,America,,2015-04,11
Japan,Asia,,2015-04,125
Philippines,Asia,Southeast Asia,2015-04,49
United States of America,America,,2015-04,41
"Others, Europe",Europe,,2015-04,37
Brazil,America,,2015-04,9
Unstated,,,2015-04,0
"Others, Africa",Africa,,2015-04,41
S. Africa,Africa,,2015-04,6
"Others, Oceania",Oceania,,2015-04,3
New Zealand,Oceania,,2015-04,10
Australia,Oceania,,2015-04,61
Russian Federation,Europe,,2015-04,24
Sweden,Europe,,2015-04,2
Greece,Europe,,2015-04,1
Austria,Europe,,2015-04,2
United Kingdom,Europe,,2015-04,14
Spain,Europe,,2015-04,5
Switzerland,Europe,,2015-04,5
Netherlands,Europe,,2015-04,6
Italy,Europe,,2015-04,8
Germany,Europe,,2015-04,9
France,Europe,,2015-04,20
Belgium,Europe,,2015-04,2
"Others, America",America,,2015-04,12
Mexico,America,,2015-04,7
Argentina,America,,2015-04,5
HongKong. Macao,Asia,,2015-04,20
Mainland China,Asia,,2015-04,5
Argentina,America,,2015-05,0
Germany,Europe,,2015-05,23
Italy,Europe,,2015-05,20
Netherlands,Europe,,2015-05,6
Switzerland,Europe,,2015-05,7
Spain,Europe,,2015-05,9
United Kingdom,Europe,,2015-05,16
France,Europe,,2015-05,16
Austria,Europe,,2015-05,4
Sweden,Europe,,2015-05,5
Russian Federation,Europe,,2015-05,40
"Others, Europe",Europe,,2015-05,62
Australia,Oceania,,2015-05,29
New Zealand,Oceania,,2015-05,5
"Others, Oceania",Oceania,,2015-05,0
S. Africa,Africa,,2015-05,2
Greece,Europe,,2015-05,1
"Others, Africa",Africa,,2015-05,4
Belgium,Europe,,2015-05,1
Brazil,America,,2015-05,8
Mainland China,Asia,,2015-05,9
Japan,Asia,,2015-05,67
"Korea,Republic of",Asia,,2015-05,181
India,Asia,,2015-05,20
Middle East,Asia,,2015-05,27
Malaysia,Asia,Southeast Asia,2015-05,63
Singapore,Asia,Southeast Asia,2015-05,36
"Others, America",America,,2015-05,7
Indonesia,Asia,Southeast Asia,2015-05,48
Thailand,Asia,Southeast Asia,2015-05,46
Vietnam,Asia,Southeast Asia,2015-05,12
"Others, Southeast Asia",Asia,Southeast Asia,2015-05,2
"Others, Asia",Asia,,2015-05,7
Canada,America,,2015-05,7
United States of America,America,,2015-05,56
Mexico,America,,2015-05,2
Philippines,Asia,Southeast Asia,2015-05,9
HongKong. Macao,Asia,,2015-05,13
Unstated,,,2015-05,0
"Korea,Republic of",Asia,,2015-06,498
Italy,Europe,,2015-06,28
Netherlands,Europe,,2015-06,20
Switzerland,Europe,,2015-06,2
Spain,Europe,,2015-06,18
United Kingdom,Europe,,2015-06,27
Austria,Europe,,2015-06,7
Greece,Europe,,2015-06,12
Germany,Europe,,2015-06,40
Sweden,Europe,,2015-06,5
"Others, Europe",Europe,,2015-06,88
Australia,Oceania,,2015-06,53
New Zealand,Oceania,,2015-06,9
"Others, Oceania",Oceania,,2015-06,0
S. Africa,Africa,,2015-06,4
"Others, Africa",Africa,,2015-06,32
Unstated,,,2015-06,0
Russian Federation,Europe,,2015-06,77
Japan,Asia,,2015-06,224
Mainland China,Asia,,2015-06,26
Belgium,Europe,,2015-06,3
India,Asia,,2015-06,118
Middle East,Asia,,2015-06,104
Malaysia,Asia,Southeast Asia,2015-06,341
Singapore,Asia,Southeast Asia,2015-06,193
Indonesia,Asia,Southeast Asia,2015-06,218
Philippines,Asia,Southeast Asia,2015-06,103
Thailand,Asia,Southeast Asia,2015-06,166
France,Europe,,2015-06,35
Vietnam,Asia,Southeast Asia,2015-06,43
"Others, Asia",Asia,,2015-06,37
Canada,America,,2015-06,35
United States of America,America,,2015-06,87
Mexico,America,,2015-06,6
Brazil,America,,2015-06,9
Argentina,America,,2015-06,7
"Others, America",America,,2015-06,25
"Others, Southeast Asia",Asia,Southeast Asia,2015-06,30
HongKong. Macao,Asia,,2015-06,37
HongKong. Macao,Asia,,2015-07,10
Unstated,,,2015-07,0
United States of America,America,,2015-07,29
Canada,America,,2015-07,3
"Others, Asia",Asia,,2015-07,8
"Others, Southeast Asia",Asia,Southeast Asia,2015-07,4
Vietnam,Asia,Southeast Asia,2015-07,6
Thailand,Asia,Southeast Asia,2015-07,41
Philippines,Asia,Southeast Asia,2015-07,10
Indonesia,Asia,Southeast Asia,2015-07,28
Singapore,Asia,Southeast Asia,2015-07,37
Malaysia,Asia,Southeast Asia,2015-07,97
Middle East,Asia,,2015-07,6
India,Asia,,2015-07,16
"Korea,Republic of",Asia,,2015-07,122
Japan,Asia,,2015-07,77
Mainland China,Asia,,2015-07,2
Mexico,America,,2015-07,1
Brazil,America,,2015-07,0
Argentina,America,,2015-07,0
Greece,Europe,,2015-07,0
"Others, Africa",Africa,,2015-07,2
S. Africa,Africa,,2015-07,1
"Others, Oceania",Oceania,,2015-07,5
New Zealand,Oceania,,2015-07,4
Australia,Oceania,,2015-07,14
"Others, Europe",Europe,,2015-07,9
Russian Federation,Europe,,2015-07,7
Sweden,Europe,,2015-07,2
Spain,Europe,,2015-07,8
Austria,Europe,,2015-07,0
United Kingdom,Europe,,2015-07,3
Switzerland,Europe,,2015-07,3
Netherlands,Europe,,2015-07,1
Italy,Europe,,2015-07,4
Germany,Europe,,2015-07,3
France,Europe,,2015-07,12
Belgium,Europe,,2015-07,2
"Others, America",America,,2015-07,1
"Others, Europe",Europe,,2015-08,13
Australia,Oceania,,2015-08,13
"Others, Africa",Africa,,2015-08,0
Philippines,Asia,Southeast Asia,2015-08,9
Indonesia,Asia,Southeast Asia,2015-08,15
Singapore,Asia,Southeast Asia,2015-08,41
Malaysia,Asia,Southeast Asia,2015-08,37
Middle East,Asia,,2015-08,7
India,Asia,,2015-08,4
"Korea,Republic of",Asia,,2015-08,216
Japan,Asia,,2015-08,83
Mainland China,Asia,,2015-08,6
HongKong. Macao,Asia,,2015-08,9
Sweden,Europe,,2015-08,2
Russian Federation,Europe,,2015-08,8
Unstated,,,2015-08,0
S. Africa,Africa,,2015-08,0
"Others, Oceania",Oceania,,2015-08,0
Thailand,Asia,Southeast Asia,2015-08,17
Vietnam,Asia,Southeast Asia,2015-08,3
"Others, Southeast Asia",Asia,Southeast Asia,2015-08,2
"Others, Asia",Asia,,2015-08,7
United Kingdom,Europe,,2015-08,12
Austria,Europe,,2015-08,2
Greece,Europe,,2015-08,0
Spain,Europe,,2015-08,0
Switzerland,Europe,,2015-08,4
Netherlands,Europe,,2015-08,4
Italy,Europe,,2015-08,4
New Zealand,Oceania,,2015-08,1
Germany,Europe,,2015-08,15
Belgium,Europe,,2015-08,1
"Others, America",America,,2015-08,0
Argentina,America,,2015-08,0
Brazil,America,,2015-08,0
Mexico,America,,2015-08,3
United States of America,America,,2015-08,63
Canada,America,,2015-08,2
France,Europe,,2015-08,8
HongKong. Macao,Asia,,2015-09,10
Unstated,,,2015-09,1
Japan,Asia,,2015-09,70
Germany,Europe,,2015-09,6
Italy,Europe,,2015-09,6
Mainland China,Asia,,2015-09,2
Switzerland,Europe,,2015-09,2
Spain,Europe,,2015-09,3
United Kingdom,Europe,,2015-09,12
Austria,Europe,,2015-09,0
France,Europe,,2015-09,14
Greece,Europe,,2015-09,0
Russian Federation,Europe,,2015-09,8
"Others, Europe",Europe,,2015-09,26
Australia,Oceania,,2015-09,15
New Zealand,Oceania,,2015-09,3
"Others, Oceania",Oceania,,2015-09,0
S. Africa,Africa,,2015-09,1
"Others, Africa",Africa,,2015-09,5
Sweden,Europe,,2015-09,2
Belgium,Europe,,2015-09,0
Netherlands,Europe,,2015-09,2
Argentina,America,,2015-09,3
"Korea,Republic of",Asia,,2015-09,201
India,Asia,,2015-09,8
Middle East,Asia,,2015-09,22
"Others, America",America,,2015-09,3
Malaysia,Asia,Southeast Asia,2015-09,92
Singapore,Asia,Southeast Asia,2015-09,45
Philippines,Asia,Southeast Asia,2015-09,13
Indonesia,Asia,Southeast Asia,2015-09,26
Vietnam,Asia,Southeast Asia,2015-09,20
"Others, Southeast Asia",Asia,Southeast Asia,2015-09,3
"Others, Asia",Asia,,2015-09,18
Canada,America,,2015-09,5
United States of America,America,,2015-09,25
Mexico,America,,2015-09,2
Brazil,America,,2015-09,1
Thailand,Asia,Southeast Asia,2015-09,42
Malaysia,Asia,Southeast Asia,2015-10,107
Indonesia,Asia,Southeast Asia,2015-10,59
Singapore,Asia,Southeast Asia,2015-10,53
Middle East,Asia,,2015-10,33
HongKong. Macao,Asia,,2015-10,27
"Korea,Republic of",Asia,,2015-10,292
Philippines,Asia,Southeast Asia,2015-10,20
Japan,Asia,,2015-10,115
India,Asia,,2015-10,66
Thailand,Asia,Southeast Asia,2015-10,63
Mainland China,Asia,,2015-10,14
"Others, Southeast Asia",Asia,Southeast Asia,2015-10,3
Netherlands,Europe,,2015-10,6
Switzerland,Europe,,2015-10,10
United Kingdom,Europe,,2015-10,44
Austria,Europe,,2015-10,2
Greece,Europe,,2015-10,0
Sweden,Europe,,2015-10,5
Russian Federation,Europe,,2015-10,20
"Others, Europe",Europe,,2015-10,74
Australia,Oceania,,2015-10,27
New Zealand,Oceania,,2015-10,4
"Others, Oceania",Oceania,,2015-10,0
S. Africa,Africa,,2015-10,4
"Others, Africa",Africa,,2015-10,6
Unstated,,,2015-10,0
Vietnam,Asia,Southeast Asia,2015-10,21
Italy,Europe,,2015-10,32
Germany,Europe,,2015-10,49
Spain,Europe,,2015-10,12
Brazil,America,,2015-10,17
Mexico,America,,2015-10,1
