Residence,Region,Sub-Region,Period,Medical Treatment
Netherlands,Europe,,2014-05,0
Australia,Oceania,,2014-05,6
Switzerland,Europe,,2014-05,1
Spain,Europe,,2014-05,0
United Kingdom,Europe,,2014-05,0
Austria,Europe,,2014-05,0
Sweden,Europe,,2014-05,0
Russian Federation,Europe,,2014-05,0
S. Africa,Africa,,2014-05,0
"Others, Europe",Europe,,2014-05,0
New Zealand,Oceania,,2014-05,0
"Others, Oceania",Oceania,,2014-05,19
"Others, Africa",Africa,,2014-05,2
Greece,Europe,,2014-05,0
Belgium,Europe,,2014-05,0
"Others, America",America,,2014-05,1
Brazil,America,,2014-05,1
Unstated,,,2014-05,0
"Korea,Republic of",Asia,,2014-05,6
India,Asia,,2014-05,1
Middle East,Asia,,2014-05,3
Malaysia,Asia,Southeast Asia,2014-05,40
Singapore,Asia,Southeast Asia,2014-05,5
Indonesia,Asia,Southeast Asia,2014-05,50
Mainland China,Asia,,2014-05,6523
HongKong. Macao,Asia,,2014-05,72
Thailand,Asia,Southeast Asia,2014-05,16
Vietnam,Asia,Southeast Asia,2014-05,19
"Others, Southeast Asia",Asia,Southeast Asia,2014-05,131
"Others, Asia",Asia,,2014-05,18
Canada,America,,2014-05,1
United States of America,America,,2014-05,27
Mexico,America,,2014-05,0
Philippines,Asia,Southeast Asia,2014-05,19
Argentina,America,,2014-05,0
United Kingdom,Europe,,2014-06,3
Mainland China,Asia,,2014-06,3218
Sweden,Europe,,2014-06,0
Canada,America,,2014-06,1
United States of America,America,,2014-06,26
Mexico,America,,2014-06,0
Brazil,America,,2014-06,0
Argentina,America,,2014-06,2
"Others, America",America,,2014-06,2
Belgium,Europe,,2014-06,1
France,Europe,,2014-06,0
Germany,Europe,,2014-06,2
Italy,Europe,,2014-06,0
Netherlands,Europe,,2014-06,0
Switzerland,Europe,,2014-06,0
Greece,Europe,,2014-06,1
Austria,Europe,,2014-06,1
Russian Federation,Europe,,2014-06,0
"Others, Europe",Europe,,2014-06,3
Australia,Oceania,,2014-06,4
New Zealand,Oceania,,2014-06,0
Japan,Asia,,2014-06,14
"Korea,Republic of",Asia,,2014-06,10
India,Asia,,2014-06,0
Middle East,Asia,,2014-06,1
Malaysia,Asia,Southeast Asia,2014-06,34
Singapore,Asia,Southeast Asia,2014-06,9
Indonesia,Asia,Southeast Asia,2014-06,49
HongKong. Macao,Asia,,2014-06,97
Philippines,Asia,Southeast Asia,2014-06,28
Spain,Europe,,2014-06,0
"Others, Southeast Asia",Asia,Southeast Asia,2014-06,98
"Others, Asia",Asia,,2014-06,10
Unstated,,,2014-06,0
"Others, Africa",Africa,,2014-06,4
S. Africa,Africa,,2014-06,0
"Others, Oceania",Oceania,,2014-06,1
Thailand,Asia,Southeast Asia,2014-06,9
Vietnam,Asia,Southeast Asia,2014-06,8
Netherlands,Europe,,2014-07,1
Switzerland,Europe,,2014-07,0
Argentina,America,,2014-07,0
"Others, America",America,,2014-07,0
Belgium,Europe,,2014-07,0
France,Europe,,2014-07,0
Germany,Europe,,2014-07,2
Italy,Europe,,2014-07,1
Spain,Europe,,2014-07,0
United Kingdom,Europe,,2014-07,1
Austria,Europe,,2014-07,0
Greece,Europe,,2014-07,0
Sweden,Europe,,2014-07,2
Russian Federation,Europe,,2014-07,0
"Others, Europe",Europe,,2014-07,0
Australia,Oceania,,2014-07,6
New Zealand,Oceania,,2014-07,1
"Others, Oceania",Oceania,,2014-07,18
S. Africa,Africa,,2014-07,0
"Others, Africa",Africa,,2014-07,0
Unstated,,,2014-07,0
Mexico,America,,2014-07,0
United States of America,America,,2014-07,24
Brazil,America,,2014-07,0
"Others, Asia",Asia,,2014-07,6
HongKong. Macao,Asia,,2014-07,99
Mainland China,Asia,,2014-07,3232
Canada,America,,2014-07,1
"Korea,Republic of",Asia,,2014-07,7
India,Asia,,2014-07,4
Middle East,Asia,,2014-07,0
Malaysia,Asia,Southeast Asia,2014-07,36
Japan,Asia,,2014-07,7
Indonesia,Asia,Southeast Asia,2014-07,36
Philippines,Asia,Southeast Asia,2014-07,42
Thailand,Asia,Southeast Asia,2014-07,3
Vietnam,Asia,Southeast Asia,2014-07,4
"Others, Southeast Asia",Asia,Southeast Asia,2014-07,21
Singapore,Asia,Southeast Asia,2014-07,3
Malaysia,Asia,Southeast Asia,2014-08,55
Thailand,Asia,Southeast Asia,2014-08,2
Philippines,Asia,Southeast Asia,2014-08,33
Indonesia,Asia,Southeast Asia,2014-08,41
Austria,Europe,,2014-08,0
HongKong. Macao,Asia,,2014-08,83
India,Asia,,2014-08,2
Japan,Asia,,2014-08,9
"Korea,Republic of",Asia,,2014-08,8
Middle East,Asia,,2014-08,4
Vietnam,Asia,Southeast Asia,2014-08,8
Singapore,Asia,Southeast Asia,2014-08,6
Mainland China,Asia,,2014-08,4334
"Others, Southeast Asia",Asia,Southeast Asia,2014-08,19
New Zealand,Oceania,,2014-08,2
Canada,America,,2014-08,3
United States of America,America,,2014-08,25
Mexico,America,,2014-08,0
Brazil,America,,2014-08,0
Greece,Europe,,2014-08,0
Argentina,America,,2014-08,0
"Others, America",America,,2014-08,0
Belgium,Europe,,2014-08,0
France,Europe,,2014-08,1
Germany,Europe,,2014-08,3
Italy,Europe,,2014-08,0
Netherlands,Europe,,2014-08,0
Switzerland,Europe,,2014-08,0
"Others, Asia",Asia,,2014-08,8
"Others, Oceania",Oceania,,2014-08,49
United Kingdom,Europe,,2014-08,2
Spain,Europe,,2014-08,0
Australia,Oceania,,2014-08,4
"Others, Europe",Europe,,2014-08,1
Russian Federation,Europe,,2014-08,0
Sweden,Europe,,2014-08,0
S. Africa,Africa,,2014-08,0
"Others, Africa",Africa,,2014-08,1
Unstated,,,2014-08,1
Vietnam,Asia,Southeast Asia,2014-09,8
"Others, Southeast Asia",Asia,Southeast Asia,2014-09,98
"Others, Asia",Asia,,2014-09,17
Canada,America,,2014-09,3
France,Europe,,2014-09,1
Mexico,America,,2014-09,0
Brazil,America,,2014-09,0
Thailand,Asia,Southeast Asia,2014-09,4
United States of America,America,,2014-09,35
Philippines,Asia,Southeast Asia,2014-09,34
Middle East,Asia,,2014-09,0
Singapore,Asia,Southeast Asia,2014-09,5
Malaysia,Asia,Southeast Asia,2014-09,55
Argentina,America,,2014-09,0
India,Asia,,2014-09,0
"Korea,Republic of",Asia,,2014-09,4
Japan,Asia,,2014-09,18
Mainland China,Asia,,2014-09,2180
HongKong. Macao,Asia,,2014-09,121
Indonesia,Asia,Southeast Asia,2014-09,32
Belgium,Europe,,2014-09,0
Austria,Europe,,2014-09,0
"Others, Europe",Europe,,2014-09,0
New Zealand,Oceania,,2014-09,1
Australia,Oceania,,2014-09,3
"Others, Africa",Africa,,2014-09,1
Russian Federation,Europe,,2014-09,0
Sweden,Europe,,2014-09,0
Unstated,,,2014-09,0
"Others, Oceania",Oceania,,2014-09,27
Greece,Europe,,2014-09,0
United Kingdom,Europe,,2014-09,1
Spain,Europe,,2014-09,1
Switzerland,Europe,,2014-09,0
Netherlands,Europe,,2014-09,1
Italy,Europe,,2014-09,1
Germany,Europe,,2014-09,3
"Others, America",America,,2014-09,0
S. Africa,Africa,,2014-09,0
"Korea,Republic of",Asia,,2014-10,7
Japan,Asia,,2014-10,12
Mainland China,Asia,,2014-10,4171
"Others, Southeast Asia",Asia,Southeast Asia,2014-10,213
"Others, Oceania",Oceania,,2014-10,32
India,Asia,,2014-10,2
Unstated,,,2014-10,1
HongKong. Macao,Asia,,2014-10,108
Middle East,Asia,,2014-10,6
Malaysia,Asia,Southeast Asia,2014-10,60
Singapore,Asia,Southeast Asia,2014-10,9
"Others, Asia",Asia,,2014-10,12
Canada,America,,2014-10,5
United States of America,America,,2014-10,23
Mexico,America,,2014-10,0
Brazil,America,,2014-10,1
Argentina,America,,2014-10,0
"Others, America",America,,2014-10,0
Belgium,Europe,,2014-10,0
France,Europe,,2014-10,0
Germany,Europe,,2014-10,0
Thailand,Asia,Southeast Asia,2014-10,16
Vietnam,Asia,Southeast Asia,2014-10,10
Netherlands,Europe,,2014-10,0
Spain,Europe,,2014-10,1
United Kingdom,Europe,,2014-10,1
Austria,Europe,,2014-10,0
Greece,Europe,,2014-10,0
Sweden,Europe,,2014-10,0
Russian Federation,Europe,,2014-10,1
Philippines,Asia,Southeast Asia,2014-10,41
Indonesia,Asia,Southeast Asia,2014-10,43
"Others, Europe",Europe,,2014-10,2
Australia,Oceania,,2014-10,4
New Zealand,Oceania,,2014-10,0
Switzerland,Europe,,2014-10,1
Italy,Europe,,2014-10,0
"Others, Africa",Africa,,2014-10,0
S. Africa,Africa,,2014-10,0
Belgium,Europe,,2014-11,0
Canada,America,,2014-11,6
"Others, Asia",Asia,,2014-11,27
"Others, Southeast Asia",Asia,Southeast Asia,2014-11,111
Vietnam,Asia,Southeast Asia,2014-11,11
Thailand,Asia,Southeast Asia,2014-11,5
Philippines,Asia,Southeast Asia,2014-11,24
Indonesia,Asia,Southeast Asia,2014-11,30
Singapore,Asia,Southeast Asia,2014-11,10
Middle East,Asia,,2014-11,2
India,Asia,,2014-11,2
"Korea,Republic of",Asia,,2014-11,6
Japan,Asia,,2014-11,14
Mainland China,Asia,,2014-11,4386
HongKong. Macao,Asia,,2014-11,95
Unstated,,,2014-11,0
France,Europe,,2014-11,3
United States of America,America,,2014-11,37
Mexico,America,,2014-11,0
Malaysia,Asia,Southeast Asia,2014-11,57
Argentina,America,,2014-11,0
Italy,Europe,,2014-11,2
Germany,Europe,,2014-11,1
Brazil,America,,2014-11,0
Netherlands,Europe,,2014-11,0
Switzerland,Europe,,2014-11,0
Spain,Europe,,2014-11,0
Austria,Europe,,2014-11,0
Greece,Europe,,2014-11,0
Sweden,Europe,,2014-11,1
United Kingdom,Europe,,2014-11,2
Russian Federation,Europe,,2014-11,0
"Others, America",America,,2014-11,2
"Others, Africa",Africa,,2014-11,1
S. Africa,Africa,,2014-11,0
"Others, Oceania",Oceania,,2014-11,40
Australia,Oceania,,2014-11,3
"Others, Europe",Europe,,2014-11,0
New Zealand,Oceania,,2014-11,1
"Others, America",America,,2014-12,0
Belgium,Europe,,2014-12,0
France,Europe,,2014-12,3
Argentina,America,,2014-12,0
Germany,Europe,,2014-12,3
Spain,Europe,,2014-12,0
Netherlands,Europe,,2014-12,0
Switzerland,Europe,,2014-12,0
United Kingdom,Europe,,2014-12,1
"Others, Oceania",Oceania,,2014-12,43
Greece,Europe,,2014-12,0
Sweden,Europe,,2014-12,1
Russian Federation,Europe,,2014-12,0
"Others, Europe",Europe,,2014-12,3
Australia,Oceania,,2014-12,9
New Zealand,Oceania,,2014-12,0
Unstated,,,2014-12,0
"Others, Africa",Africa,,2014-12,0
S. Africa,Africa,,2014-12,0
Brazil,America,,2014-12,0
Austria,Europe,,2014-12,0
Mexico,America,,2014-12,0
Italy,Europe,,2014-12,1
Canada,America,,2014-12,6
United States of America,America,,2014-12,31
Mainland China,Asia,,2014-12,4372
Japan,Asia,,2014-12,13
"Korea,Republic of",Asia,,2014-12,3
India,Asia,,2014-12,2
Middle East,Asia,,2014-12,6
Malaysia,Asia,Southeast Asia,2014-12,55
HongKong. Macao,Asia,,2014-12,125
Indonesia,Asia,Southeast Asia,2014-12,34
Philippines,Asia,Southeast Asia,2014-12,20
Thailand,Asia,Southeast Asia,2014-12,3
Vietnam,Asia,Southeast Asia,2014-12,8
"Others, Southeast Asia",Asia,Southeast Asia,2014-12,112
Singapore,Asia,Southeast Asia,2014-12,9
"Others, Asia",Asia,,2014-12,16
HongKong. Macao,Asia,,2015-01,139
Belgium,Europe,,2015-01,1
France,Europe,,2015-01,0
Germany,Europe,,2015-01,1
Italy,Europe,,2015-01,0
Switzerland,Europe,,2015-01,0
Netherlands,Europe,,2015-01,0
Spain,Europe,,2015-01,1
United Kingdom,Europe,,2015-01,2
Austria,Europe,,2015-01,0
Mainland China,Asia,,2015-01,3366
Argentina,America,,2015-01,0
Japan,Asia,,2015-01,11
Thailand,Asia,Southeast Asia,2015-01,4
India,Asia,,2015-01,3
Middle East,Asia,,2015-01,3
Malaysia,Asia,Southeast Asia,2015-01,62
Singapore,Asia,Southeast Asia,2015-01,16
Indonesia,Asia,Southeast Asia,2015-01,38
Philippines,Asia,Southeast Asia,2015-01,18
Sweden,Europe,,2015-01,0
Vietnam,Asia,Southeast Asia,2015-01,5
"Others, Southeast Asia",Asia,Southeast Asia,2015-01,69
"Others, Asia",Asia,,2015-01,14
Canada,America,,2015-01,5
United States of America,America,,2015-01,25
Mexico,America,,2015-01,0
Brazil,America,,2015-01,0
"Korea,Republic of",Asia,,2015-01,6
Russian Federation,Europe,,2015-01,3
Greece,Europe,,2015-01,0
Australia,Oceania,,2015-01,5
"Others, Europe",Europe,,2015-01,1
Unstated,,,2015-01,0
"Others, Africa",Africa,,2015-01,4
"Others, America",America,,2015-01,0
"Others, Oceania",Oceania,,2015-01,34
New Zealand,Oceania,,2015-01,2
S. Africa,Africa,,2015-01,0
Russian Federation,Europe,,2015-02,0
"Others, Europe",Europe,,2015-02,6
Australia,Oceania,,2015-02,2
New Zealand,Oceania,,2015-02,0
"Others, Oceania",Oceania,,2015-02,31
S. Africa,Africa,,2015-02,0
Sweden,Europe,,2015-02,0
Greece,Europe,,2015-02,0
Austria,Europe,,2015-02,0
United Kingdom,Europe,,2015-02,2
Switzerland,Europe,,2015-02,0
Netherlands,Europe,,2015-02,1
Germany,Europe,,2015-02,0
France,Europe,,2015-02,2
Belgium,Europe,,2015-02,0
"Others, America",America,,2015-02,0
Argentina,America,,2015-02,0
Brazil,America,,2015-02,1
Mexico,America,,2015-02,0
"Others, Africa",Africa,,2015-02,0
Unstated,,,2015-02,0
Spain,Europe,,2015-02,0
Italy,Europe,,2015-02,1
Philippines,Asia,Southeast Asia,2015-02,15
Canada,America,,2015-02,1
HongKong. Macao,Asia,,2015-02,80
Mainland China,Asia,,2015-02,3194
"Korea,Republic of",Asia,,2015-02,6
India,Asia,,2015-02,1
Middle East,Asia,,2015-02,2
Malaysia,Asia,Southeast Asia,2015-02,31
Japan,Asia,,2015-02,13
Indonesia,Asia,Southeast Asia,2015-02,26
Thailand,Asia,Southeast Asia,2015-02,1
Vietnam,Asia,Southeast Asia,2015-02,2
"Others, Southeast Asia",Asia,Southeast Asia,2015-02,60
"Others, Asia",Asia,,2015-02,37
Singapore,Asia,Southeast Asia,2015-02,8
United States of America,America,,2015-02,21
New Zealand,Oceania,,2015-03,0
Japan,Asia,,2015-03,19
Mainland China,Asia,,2015-03,4210
HongKong. Macao,Asia,,2015-03,136
Unstated,,,2015-03,0
"Others, Africa",Africa,,2015-03,1
S. Africa,Africa,,2015-03,0
"Others, Oceania",Oceania,,2015-03,40
Greece,Europe,,2015-03,0
Switzerland,Europe,,2015-03,0
Spain,Europe,,2015-03,1
United Kingdom,Europe,,2015-03,4
"Others, Europe",Europe,,2015-03,0
Austria,Europe,,2015-03,0
"Korea,Republic of",Asia,,2015-03,6
Sweden,Europe,,2015-03,0
Russian Federation,Europe,,2015-03,0
Australia,Oceania,,2015-03,6
India,Asia,,2015-03,1
Middle East,Asia,,2015-03,1
Malaysia,Asia,Southeast Asia,2015-03,73
Italy,Europe,,2015-03,0
Netherlands,Europe,,2015-03,1
Belgium,Europe,,2015-03,1
"Others, America",America,,2015-03,0
Argentina,America,,2015-03,0
Germany,Europe,,2015-03,1
Mexico,America,,2015-03,1
United States of America,America,,2015-03,32
Brazil,America,,2015-03,0
"Others, Asia",Asia,,2015-03,25
"Others, Southeast Asia",Asia,Southeast Asia,2015-03,114
Vietnam,Asia,Southeast Asia,2015-03,5
Thailand,Asia,Southeast Asia,2015-03,8
Philippines,Asia,Southeast Asia,2015-03,32
Indonesia,Asia,Southeast Asia,2015-03,47
Singapore,Asia,Southeast Asia,2015-03,12
Canada,America,,2015-03,2
France,Europe,,2015-03,2
"Others, Asia",Asia,,2015-04,22
"Others, Southeast Asia",Asia,Southeast Asia,2015-04,309
Vietnam,Asia,Southeast Asia,2015-04,3
Thailand,Asia,Southeast Asia,2015-04,11
"Korea,Republic of",Asia,,2015-04,6
Indonesia,Asia,Southeast Asia,2015-04,31
Singapore,Asia,Southeast Asia,2015-04,5
Malaysia,Asia,Southeast Asia,2015-04,65
Middle East,Asia,,2015-04,2
India,Asia,,2015-04,7
Canada,America,,2015-04,8
Japan,Asia,,2015-04,10
Philippines,Asia,Southeast Asia,2015-04,29
United States of America,America,,2015-04,30
"Others, Europe",Europe,,2015-04,0
Brazil,America,,2015-04,0
Unstated,,,2015-04,0
"Others, Africa",Africa,,2015-04,1
S. Africa,Africa,,2015-04,0
"Others, Oceania",Oceania,,2015-04,45
New Zealand,Oceania,,2015-04,0
Australia,Oceania,,2015-04,2
Russian Federation,Europe,,2015-04,0
Sweden,Europe,,2015-04,0
Greece,Europe,,2015-04,0
Austria,Europe,,2015-04,0
United Kingdom,Europe,,2015-04,0
Spain,Europe,,2015-04,0
Switzerland,Europe,,2015-04,1
Netherlands,Europe,,2015-04,0
Italy,Europe,,2015-04,0
Germany,Europe,,2015-04,1
France,Europe,,2015-04,0
Belgium,Europe,,2015-04,1
"Others, America",America,,2015-04,1
Mexico,America,,2015-04,0
Argentina,America,,2015-04,0
HongKong. Macao,Asia,,2015-04,113
Mainland China,Asia,,2015-04,6835
Argentina,America,,2015-05,0
Germany,Europe,,2015-05,0
Italy,Europe,,2015-05,0
Netherlands,Europe,,2015-05,1
Switzerland,Europe,,2015-05,0
Spain,Europe,,2015-05,0
United Kingdom,Europe,,2015-05,0
France,Europe,,2015-05,0
Austria,Europe,,2015-05,0
Sweden,Europe,,2015-05,0
Russian Federation,Europe,,2015-05,1
"Others, Europe",Europe,,2015-05,3
Australia,Oceania,,2015-05,5
New Zealand,Oceania,,2015-05,0
"Others, Oceania",Oceania,,2015-05,36
S. Africa,Africa,,2015-05,0
Greece,Europe,,2015-05,0
"Others, Africa",Africa,,2015-05,0
Belgium,Europe,,2015-05,0
Brazil,America,,2015-05,0
Mainland China,Asia,,2015-05,6500
Japan,Asia,,2015-05,10
"Korea,Republic of",Asia,,2015-05,9
India,Asia,,2015-05,5
Middle East,Asia,,2015-05,0
Malaysia,Asia,Southeast Asia,2015-05,62
Singapore,Asia,Southeast Asia,2015-05,14
"Others, America",America,,2015-05,1
Indonesia,Asia,Southeast Asia,2015-05,40
Thailand,Asia,Southeast Asia,2015-05,10
Vietnam,Asia,Southeast Asia,2015-05,11
"Others, Southeast Asia",Asia,Southeast Asia,2015-05,189
"Others, Asia",Asia,,2015-05,23
Canada,America,,2015-05,1
United States of America,America,,2015-05,39
Mexico,America,,2015-05,0
Philippines,Asia,Southeast Asia,2015-05,22
HongKong. Macao,Asia,,2015-05,146
Unstated,,,2015-05,0
"Korea,Republic of",Asia,,2015-06,5
Italy,Europe,,2015-06,0
Netherlands,Europe,,2015-06,0
Switzerland,Europe,,2015-06,0
Spain,Europe,,2015-06,0
United Kingdom,Europe,,2015-06,3
Austria,Europe,,2015-06,0
Greece,Europe,,2015-06,0
Germany,Europe,,2015-06,0
Sweden,Europe,,2015-06,0
"Others, Europe",Europe,,2015-06,0
Australia,Oceania,,2015-06,7
New Zealand,Oceania,,2015-06,1
"Others, Oceania",Oceania,,2015-06,25
S. Africa,Africa,,2015-06,0
"Others, Africa",Africa,,2015-06,0
Unstated,,,2015-06,0
Russian Federation,Europe,,2015-06,0
Japan,Asia,,2015-06,12
Mainland China,Asia,,2015-06,5020
Belgium,Europe,,2015-06,0
India,Asia,,2015-06,1
Middle East,Asia,,2015-06,0
Malaysia,Asia,Southeast Asia,2015-06,67
Singapore,Asia,Southeast Asia,2015-06,13
Indonesia,Asia,Southeast Asia,2015-06,27
Philippines,Asia,Southeast Asia,2015-06,10
Thailand,Asia,Southeast Asia,2015-06,7
France,Europe,,2015-06,1
Vietnam,Asia,Southeast Asia,2015-06,13
"Others, Asia",Asia,,2015-06,7
Canada,America,,2015-06,3
United States of America,America,,2015-06,33
Mexico,America,,2015-06,0
Brazil,America,,2015-06,0
Argentina,America,,2015-06,0
"Others, America",America,,2015-06,0
"Others, Southeast Asia",Asia,Southeast Asia,2015-06,145
HongKong. Macao,Asia,,2015-06,114
HongKong. Macao,Asia,,2015-07,131
Unstated,,,2015-07,0
United States of America,America,,2015-07,35
Canada,America,,2015-07,7
"Others, Asia",Asia,,2015-07,20
"Others, Southeast Asia",Asia,Southeast Asia,2015-07,108
Vietnam,Asia,Southeast Asia,2015-07,18
Thailand,Asia,Southeast Asia,2015-07,10
Philippines,Asia,Southeast Asia,2015-07,28
Indonesia,Asia,Southeast Asia,2015-07,27
Singapore,Asia,Southeast Asia,2015-07,7
Malaysia,Asia,Southeast Asia,2015-07,59
Middle East,Asia,,2015-07,1
India,Asia,,2015-07,3
"Korea,Republic of",Asia,,2015-07,2
Japan,Asia,,2015-07,12
Mainland China,Asia,,2015-07,4393
Mexico,America,,2015-07,0
Brazil,America,,2015-07,0
Argentina,America,,2015-07,0
Greece,Europe,,2015-07,1
"Others, Africa",Africa,,2015-07,0
S. Africa,Africa,,2015-07,0
"Others, Oceania",Oceania,,2015-07,35
New Zealand,Oceania,,2015-07,1
Australia,Oceania,,2015-07,3
"Others, Europe",Europe,,2015-07,1
Russian Federation,Europe,,2015-07,4
Sweden,Europe,,2015-07,0
Spain,Europe,,2015-07,0
Austria,Europe,,2015-07,0
United Kingdom,Europe,,2015-07,1
Switzerland,Europe,,2015-07,0
Netherlands,Europe,,2015-07,2
Italy,Europe,,2015-07,0
Germany,Europe,,2015-07,5
France,Europe,,2015-07,2
Belgium,Europe,,2015-07,1
"Others, America",America,,2015-07,0
"Others, Europe",Europe,,2015-08,0
Australia,Oceania,,2015-08,6
"Others, Africa",Africa,,2015-08,0
Philippines,Asia,Southeast Asia,2015-08,26
Indonesia,Asia,Southeast Asia,2015-08,33
Singapore,Asia,Southeast Asia,2015-08,11
Malaysia,Asia,Southeast Asia,2015-08,50
Middle East,Asia,,2015-08,1
India,Asia,,2015-08,0
"Korea,Republic of",Asia,,2015-08,5
